signal_id	pair	timestamp_utc	direction	entry_price	sl_price	tp_price	sl_pips	tp_pips	atr	m15_close_24h_ago	m15_close_12h_ago	m15_close_1h_ago	related_eur_usd_24h_change_pct	related_usd_jpy_24h_change_pct	related_gbp_usd_24h_change_pct	day_of_week	hour_utc	is_tokyo_session	is_london_session	is_ny_session
GBP_JPY_01865_20251112_041500	GBP_JPY	2025-11-12T04:15:00+00:00	long	202.906	202.74604	203.22593	16.0	31.99	0.106643	203.199	202.635	202.742	0.2216	-0.0117	-0.193	2	4	1	0	0
GBP_JPY_01866_20251112_061500	GBP_JPY	2025-11-12T06:15:00+00:00	long	202.938	202.78886	203.23629	14.91	29.83	0.099429	203.191	202.817	202.746	0.1237	0.2826	-0.2696	2	6	1	0	0
GBP_JPY_01867_20251112_064500	GBP_JPY	2025-11-12T06:45:00+00:00	long	203.167	203.01475	203.4715	15.23	30.45	0.1015	203.141	202.861	202.799	0.1237	0.2826	-0.2696	2	6	1	0	0
GBP_JPY_01868_20251112_100000	GBP_JPY	2025-11-12T10:00:00+00:00	long	203.543	203.34093	203.94714	20.21	40.41	0.134714	202.503	202.925	203.171	0.1965	0.2449	-0.0472	2	10	0	1	0
GBP_JPY_01869_20251112_160000	GBP_JPY	2025-11-12T16:00:00+00:00	short	202.842	203.0805	202.365	23.85	47.7	0.159	202.59	202.829	203.052	-0.2164	0.5636	-0.6199	2	16	0	0	1
GBP_JPY_01870_20251113_040000	GBP_JPY	2025-11-13T04:00:00+00:00	short	203.023	203.19936	202.67029	17.64	35.27	0.117571	202.829	202.841	203.268	0.0898	0.2008	-0.1005	3	4	1	0	0
GBP_JPY_01871_20251113_093000	GBP_JPY	2025-11-13T09:30:00+00:00	long	203.425	203.27114	203.73271	15.39	30.77	0.102571	203.229	203.078	203.264	0.2426	0.0614	-0.0335	3	9	0	1	0
GBP_JPY_01872_20251113_104500	GBP_JPY	2025-11-13T10:45:00+00:00	long	203.46	203.21507	203.94986	24.49	48.99	0.163286	202.989	203.193	203.308	0.4414	-0.1544	0.385	3	10	0	1	0
GBP_JPY_01873_20251113_130000	GBP_JPY	2025-11-13T13:00:00+00:00	long	203.546	203.24471	204.14857	30.13	60.26	0.200857	203.152	203.188	203.351	0.2444	-0.042	0.0807	3	13	0	1	1
GBP_JPY_01874_20251114_004500	GBP_JPY	2025-11-14T00:45:00+00:00	short	203.357	203.53389	203.00321	17.69	35.38	0.117929	203.082	203.472	203.776	0.4021	-0.1261	0.2613	4	0	1	0	0
GBP_JPY_01875_20251114_031500	GBP_JPY	2025-11-14T03:15:00+00:00	short	203.053	203.35054	202.45793	29.75	59.51	0.198357	203.137	203.806	203.429	0.3788	-0.1467	0.1768	4	3	1	0	0
GBP_JPY_01876_20251114_091500	GBP_JPY	2025-11-14T09:15:00+00:00	short	202.899	203.0955	202.506	19.65	39.3	0.131	203.215	203.826	203.264	0.1852	-0.0246	0.0434	4	9	0	1	0
GBP_JPY_01877_20251114_101500	GBP_JPY	2025-11-14T10:15:00+00:00	short	202.838	203.14957	202.21486	31.16	62.31	0.207714	203.258	203.813	202.903	0.012	0.0233	-0.0129	4	10	0	1	0
GBP_JPY_01878_20251114_103000	GBP_JPY	2025-11-14T10:30:00+00:00	long	203.821	203.40175	204.6595	41.92	83.85	0.2795	203.052	203.791	203.261	0.012	0.0233	-0.0129	4	10	0	1	0
GBP_JPY_01879_20251114_150000	GBP_JPY	2025-11-14T15:00:00+00:00	short	202.565	202.86157	201.97186	29.66	59.31	0.197714	203.703	203.196	203.087	0.148	-0.3628	-0.0137	4	15	0	1	1
GBP_JPY_01880_20251114_181500	GBP_JPY	2025-11-14T18:15:00+00:00	long	203.379	202.971	204.195	40.8	81.6	0.272	203.688	203.084	202.93	-0.2739	0.1567	-0.4307	4	18	0	0	1
GBP_JPY_01881_20251117_141500	GBP_JPY	2025-11-17T14:15:00+00:00	long	204.061	203.85143	204.48014	20.96	41.91	0.139714	202.921	203.288	203.795	-0.4617	0.6736	-0.0015	0	14	0	1	1
GBP_JPY_01882_20251117_174500	GBP_JPY	2025-11-17T17:45:00+00:00	long	204.504	204.26711	204.97779	23.69	47.38	0.157929	202.898	203.369	204.098	-0.1352	0.4986	0.2892	0	17	0	0	1
GBP_JPY_01883_20251117_184500	GBP_JPY	2025-11-17T18:45:00+00:00	long	204.514	204.27368	204.99464	24.03	48.06	0.160214	203.429	203.347	204.501	-0.1696	0.3615	0.1741	0	18	0	0	1
GBP_JPY_01884_20251118_060000	GBP_JPY	2025-11-18T06:00:00+00:00	short	203.868	204.02261	203.55879	15.46	30.92	0.103071	203.353	204.254	204.041	-0.0284	0.2742	0.092	1	6	1	0	0
GBP_JPY_01885_20251118_103000	GBP_JPY	2025-11-18T10:30:00+00:00	long	204.243	203.98575	204.7575	25.72	51.45	0.1715	203.749	204.178	203.987	-0.0965	0.2669	-0.0729	1	10	0	1	0
GBP_JPY_01886_20251118_193000	GBP_JPY	2025-11-18T19:30:00+00:00	long	204.52	204.2395	205.081	28.05	56.1	0.187	204.423	204.059	204.331	-0.157	0.3429	-0.2232	1	19	0	0	1
GBP_JPY_01887_20251119_034500	GBP_JPY	2025-11-19T03:45:00+00:00	short	204.199	204.34332	203.91036	14.43	28.86	0.096214	204.101	204.114	204.298	-0.1217	0.1901	-0.1414	2	3	1	0	0
GBP_JPY_01888_20251119_084500	GBP_JPY	2025-11-19T08:45:00+00:00	long	204.441	204.29261	204.73779	14.84	29.68	0.098929	204.034	204.639	204.24	-0.0647	0.1759	0.0221	2	8	1	1	0
GBP_JPY_01889_20251119_114500	GBP_JPY	2025-11-19T11:45:00+00:00	long	204.714	204.44379	205.25443	27.02	54.04	0.180143	204.162	204.328	204.257	-0.1389	0.4658	-0.1962	2	11	0	1	0
GBP_JPY_01890_20251119_164500	GBP_JPY	2025-11-19T16:45:00+00:00	long	205.322	205.09582	205.77436	22.62	45.24	0.150786	204.247	204.081	205.022	-0.3862	0.8935	-0.3694	2	16	0	0	1
GBP_JPY_01891_20251119_233000	GBP_JPY	2025-11-19T23:30:00+00:00	long	205.206	205.02279	205.57243	18.32	36.64	0.122143	204.424	204.52	204.883	-0.3774	1.08	-0.6483	2	23	0	0	0
GBP_JPY_01892_20251120_034500	GBP_JPY	2025-11-20T03:45:00+00:00	long	205.375	205.14121	205.84257	23.38	46.76	0.155857	204.201	205.022	205.043	-0.4647	1.2386	-0.6556	3	3	1	0	0
GBP_JPY_01893_20251120_080000	GBP_JPY	2025-11-20T08:00:00+00:00	long	205.765	205.56679	206.16143	19.82	39.64	0.132143	204.24	204.963	205.597	-0.5774	1.4699	-0.6767	3	8	1	1	0
GBP_JPY_01894_20251120_143000	GBP_JPY	2025-11-20T14:30:00+00:00	long	205.953	205.7535	206.352	19.95	39.9	0.133	205.01	205.128	205.776	-0.5813	0.9287	-0.465	3	14	0	1	1
GBP_JPY_01895_20251120_153000	GBP_JPY	2025-11-20T15:30:00+00:00	long	206.134	205.90182	206.59836	23.22	46.44	0.154786	204.878	205.253	205.951	-0.3906	0.8254	-0.1784	3	15	0	1	1
GBP_JPY_01896_20251120_161500	GBP_JPY	2025-11-20T16:15:00+00:00	long	206.584	206.30264	207.14671	28.14	56.27	0.187571	204.969	205.323	205.807	-0.1757	0.6404	0.0175	3	16	0	0	1
GBP_JPY_01897_20251121_093000	GBP_JPY	2025-11-21T09:30:00+00:00	short	205.15	205.41121	204.62757	26.12	52.24	0.174143	205.78	206.084	205.729	0.1858	-0.4604	0.0895	4	9	0	1	0
GBP_JPY_01898_20251121_114500	GBP_JPY	2025-11-21T11:45:00+00:00	short	204.74	205.16771	203.88457	42.77	85.54	0.285143	205.575	205.795	205.527	-0.0217	-0.2678	-0.1376	4	11	0	1	0
GBP_JPY_01899_20251124_014500	GBP_JPY	2025-11-24T01:45:00+00:00	long	205.2	205.01539	205.56921	18.46	36.92	0.123071	205.911	204.609	204.912	-0.2289	-0.4454	0.0994	0	1	1	0	0
GBP_JPY_01900_20251124_143000	GBP_JPY	2025-11-24T14:30:00+00:00	long	205.559	205.34846	205.98007	21.05	42.11	0.140357	204.926	205.175	205.243	0.197	0.067	0.1727	0	14	0	1	1
GBP_JPY_01901_20251125_010000	GBP_JPY	2025-11-25T01:00:00+00:00	long	205.683	205.54768	205.95364	13.53	27.06	0.090214	205.073	205.187	205.549	0.1147	0.141	0.0718	1	1	1	0	0
GBP_JPY_01902_20251125_024500	GBP_JPY	2025-11-25T02:45:00+00:00	short	205.369	205.54096	205.02507	17.2	34.39	0.114643	205.147	205.657	205.632	0.1425	-0.0319	0.1436	1	2	1	0	0
GBP_JPY_01903_20251125_093000	GBP_JPY	2025-11-25T09:30:00+00:00	long	205.494	205.33136	205.81929	16.26	32.53	0.108429	205.287	205.579	205.334	0.0929	-0.1435	0.2437	1	9	0	1	0
GBP_JPY_01904_20251125_104500	GBP_JPY	2025-11-25T10:45:00+00:00	short	205.153	205.36664	204.72571	21.36	42.73	0.142429	205.465	205.579	205.503	0.0061	-0.2581	0.1069	1	10	0	1	0
GBP_JPY_01905_20251125_161500	GBP_JPY	2025-11-25T16:15:00+00:00	long	205.615	205.32871	206.18757	28.63	57.26	0.190857	205.588	205.327	205.33	0.3444	-0.6329	0.6577	1	16	0	0	1
GBP_JPY_01906_20251125_234500	GBP_JPY	2025-11-25T23:45:00+00:00	short	205.245	205.42329	204.88843	17.83	35.66	0.118857	205.499	205.297	205.454	0.4271	-0.5127	0.4632	1	23	0	0	0
GBP_JPY_01907_20251126_080000	GBP_JPY	2025-11-26T08:00:00+00:00	long	206.005	205.81557	206.38386	18.94	37.89	0.126286	205.35	205.884	205.937	0.5886	-0.3006	0.6472	2	8	1	1	0
GBP_JPY_01908_20251126_133000	GBP_JPY	2025-11-26T13:30:00+00:00	long	206.27	206.03054	206.74893	23.95	47.89	0.159643	205.295	205.539	205.968	0.4121	0.0198	0.4591	2	13	0	1	1
GBP_JPY_01909_20251126_140000	GBP_JPY	2025-11-26T14:00:00+00:00	short	205.627	205.94629	204.98843	31.93	63.86	0.212857	205.086	205.618	205.907	0.2382	0.1132	0.3753	2	14	0	1	1
GBP_JPY_01910_20251126_151500	GBP_JPY	2025-11-26T15:15:00+00:00	long	206.663	206.23754	207.51393	42.55	85.09	0.283643	205.33	205.951	205.799	-0.051	0.3311	0.295	2	15	0	1	1
GBP_JPY_01911_20251128_134500	GBP_JPY	2025-11-28T13:45:00+00:00	short	206.224	206.51714	205.63771	29.31	58.63	0.195429	206.788	206.925	206.398	-0.1562	-0.0697	-0.2049	4	13	0	1	1
GBP_JPY_01912_20251128_163000	GBP_JPY	2025-11-28T16:30:00+00:00	long	206.736	206.49654	207.21493	23.95	47.89	0.159643	206.891	206.781	206.442	-0.088	-0.055	-0.0249	4	16	0	0	1
GBP_JPY_01913_20251128_180000	GBP_JPY	2025-11-28T18:00:00+00:00	long	206.842	206.55496	207.41607	28.7	57.41	0.191357	207.174	206.829	206.598	-0.0043	-0.0608	-0.0597	4	18	0	0	1
GBP_JPY_01914_20251201_000000	GBP_JPY	2025-12-01T00:00:00+00:00	short	206.404	206.57468	206.06264	17.07	34.14	0.113786	206.791	206.484	206.717	0.0207	-0.1088	-0.034	0	0	1	0	0
GBP_JPY_01915_20251201_021500	GBP_JPY	2025-12-01T02:15:00+00:00	short	206.194	206.46668	205.64864	27.27	54.54	0.181786	206.96	206.352	206.537	0.0776	-0.4084	0.0015	0	2	1	0	0
GBP_JPY_01916_20251201_043000	GBP_JPY	2025-12-01T04:30:00+00:00	short	205.67	205.99014	205.02971	32.01	64.03	0.213429	206.781	206.737	206.166	0.0915	-0.5023	-0.0627	0	4	1	0	0
GBP_JPY_01917_20251202_101500	GBP_JPY	2025-12-02T10:15:00+00:00	long	206.09	205.91825	206.4335	17.18	34.35	0.1145	205.286	205.424	205.864	-0.0241	0.328	0.0076	1	10	0	1	0
GBP_JPY_01918_20251202_180000	GBP_JPY	2025-12-02T18:00:00+00:00	short	205.622	205.87121	205.12357	24.92	49.84	0.166143	205.38	205.675	206.131	-0.2357	0.4083	-0.3289	1	18	0	0	1
GBP_JPY_01919_20251203_001500	GBP_JPY	2025-12-03T00:15:00+00:00	short	205.631	205.76846	205.35607	13.75	27.49	0.091643	205.348	205.731	205.854	0.1335	0.2767	-0.081	2	0	1	0	0
GBP_JPY_01920_20251203_041500	GBP_JPY	2025-12-03T04:15:00+00:00	long	206.035	205.86604	206.37293	16.9	33.79	0.112643	205.64	206.104	205.838	0.2265	0.0321	0.1014	2	4	1	0	0
GBP_JPY_01921_20251203_103000	GBP_JPY	2025-12-03T10:30:00+00:00	long	206.286	206.11425	206.6295	17.18	34.35	0.1145	206.072	205.855	206.065	0.2877	-0.2051	0.3565	2	10	0	1	0
GBP_JPY_01922_20251203_113000	GBP_JPY	2025-12-03T11:30:00+00:00	long	206.575	206.36082	207.00336	21.42	42.84	0.142786	206.089	205.934	206.285	0.3049	-0.2212	0.5163	2	11	0	1	0
GBP_JPY_01923_20251203_203000	GBP_JPY	2025-12-03T20:30:00+00:00	long	207.12	206.90571	207.54857	21.43	42.86	0.142857	205.783	205.944	206.965	0.5444	-0.5571	1.1373	2	20	0	0	1
GBP_JPY_01924_20251204_051500	GBP_JPY	2025-12-04T05:15:00+00:00	long	207.307	207.12464	207.67171	18.24	36.47	0.121571	205.992	206.859	207.199	0.1572	-0.1683	0.7771	3	5	1	0	0
GBP_JPY_01925_20251204_070000	GBP_JPY	2025-12-04T07:00:00+00:00	long	207.337	207.19707	207.61686	13.99	27.99	0.093286	206.02	206.873	207.163	0.1452	-0.3019	0.7653	3	7	1	1	0
GBP_JPY_01926_20251204_100000	GBP_JPY	2025-12-04T10:00:00+00:00	short	206.708	206.93193	206.26014	22.39	44.79	0.149286	206.182	207.15	207.128	0.2808	-0.4432	0.6313	3	10	0	1	0
GBP_JPY_01927_20251204_163000	GBP_JPY	2025-12-04T16:30:00+00:00	long	206.911	206.69189	207.34921	21.91	43.82	0.146071	206.853	207.173	206.487	0.0635	-0.3721	0.4281	3	16	0	0	1
GBP_JPY_01928_20251204_234500	GBP_JPY	2025-12-04T23:45:00+00:00	short	206.594	206.71207	206.35786	11.81	23.61	0.078714	207.216	206.611	206.721	-0.2279	-0.0921	-0.2157	3	23	0	0	0
GBP_JPY_01929_20251205_071500	GBP_JPY	2025-12-05T07:15:00+00:00	short	206.41	206.56311	206.10379	15.31	30.62	0.102071	207.336	206.713	206.574	-0.0034	-0.4014	0.054	4	7	1	1	0
GBP_JPY_01930_20251205_110000	GBP_JPY	2025-12-05T11:00:00+00:00	long	206.794	206.56321	207.25557	23.08	46.16	0.153857	206.705	206.748	206.688	-0.1995	0.0652	-0.0015	4	11	0	1	0
GBP_JPY_01931_20251208_000000	GBP_JPY	2025-12-08T00:00:00+00:00	short	206.707	206.86579	206.38943	15.88	31.76	0.105857	206.552	206.89	207.076	0.0017	0.1226	0.0323	0	0	1	0	0
GBP_JPY_01932_20251208_033000	GBP_JPY	2025-12-08T03:30:00+00:00	short	206.602	206.77364	206.25871	17.16	34.33	0.114429	206.675	207.172	206.808	-0.0163	-0.0639	0.0278	0	3	1	0	0
GBP_JPY_01933_20251208_071500	GBP_JPY	2025-12-08T07:15:00+00:00	long	206.994	206.88354	207.21493	11.05	22.09	0.073643	206.412	206.935	206.88	-0.0257	0.3875	-0.0599	0	7	1	1	0
GBP_JPY_01934_20251208_103000	GBP_JPY	2025-12-08T10:30:00+00:00	long	207.111	206.94043	207.45214	17.06	34.11	0.113714	206.662	207.014	206.933	0.0197	0.3448	-0.1678	0	10	0	1	0
GBP_JPY_01935_20251208_163000	GBP_JPY	2025-12-08T16:30:00+00:00	long	207.542	207.35557	207.91486	18.64	37.29	0.124286	207.214	206.754	207.269	-0.0884	0.3904	-0.1311	0	16	0	0	1
GBP_JPY_01936_20251209_070000	GBP_JPY	2025-12-09T07:00:00+00:00	long	207.992	207.86911	208.23779	12.29	24.58	0.081929	206.941	207.513	207.711	-0.0652	0.5193	-0.0292	1	7	1	1	0
GBP_JPY_01937_20251209_081500	GBP_JPY	2025-12-09T08:15:00+00:00	long	208.054	207.90807	208.34586	14.59	29.19	0.097286	206.999	207.498	207.857	-0.1458	0.5018	0.0	1	8	1	1	0
GBP_JPY_01938_20251209_094500	GBP_JPY	2025-12-09T09:45:00+00:00	long	208.171	207.99529	208.52243	17.57	35.14	0.117143	207.001	207.771	207.963	-0.1561	0.5394	0.024	1	9	0	1	0
GBP_JPY_01939_20251209_101500	GBP_JPY	2025-12-09T10:15:00+00:00	long	208.487	208.27743	208.90614	20.96	41.91	0.139714	207.067	207.732	208.024	-0.0961	0.6069	0.1246	1	10	0	1	0
GBP_JPY_01940_20251209_171500	GBP_JPY	2025-12-09T17:15:00+00:00	long	208.485	208.27961	208.89579	20.54	41.08	0.136929	207.489	207.773	208.247	0.0301	0.6487	-0.1119	1	17	0	0	1
GBP_JPY_01941_20251209_180000	GBP_JPY	2025-12-09T18:00:00+00:00	long	208.764	208.53096	209.23007	23.3	46.61	0.155357	207.569	207.711	208.428	0.1144	0.6177	-0.009	1	18	0	0	1
GBP_JPY_01942_20251209_234500	GBP_JPY	2025-12-09T23:45:00+00:00	short	208.503	208.63661	208.23579	13.36	26.72	0.089071	207.69	208.321	208.676	-0.0954	0.6048	-0.1997	1	23	0	0	0
GBP_JPY_01943_20251210_051500	GBP_JPY	2025-12-10T05:15:00+00:00	short	208.295	208.45421	207.97657	15.92	31.84	0.106143	207.773	208.487	208.433	-0.1632	0.4903	-0.1913	2	5	1	0	0
GBP_JPY_01944_20251210_080000	GBP_JPY	2025-12-10T08:00:00+00:00	long	208.565	208.45604	208.78293	10.9	21.79	0.072643	208.03	208.615	208.37	-0.073	0.4256	-0.1275	2	8	1	1	0
GBP_JPY_01945_20251210_171500	GBP_JPY	2025-12-10T17:15:00+00:00	short	208.392	208.57929	208.01743	18.73	37.46	0.124857	208.487	208.293	208.733	0.1144	-0.248	0.1797	2	17	0	0	1
GBP_JPY_01946_20251210_211500	GBP_JPY	2025-12-10T21:15:00+00:00	long	208.78	208.59239	209.15521	18.76	37.52	0.125071	208.709	208.715	208.639	0.4257	-0.366	0.4751	2	21	0	0	1
GBP_JPY_01947_20251211_041500	GBP_JPY	2025-12-11T04:15:00+00:00	short	208.11	208.34957	207.63086	23.96	47.91	0.159714	208.433	208.733	208.327	0.6031	-0.5637	0.5361	3	4	1	0	0
GBP_JPY_01948_20251211_080000	GBP_JPY	2025-12-11T08:00:00+00:00	long	208.547	208.364	208.913	18.3	36.6	0.122	208.563	208.59	208.411	0.4633	-0.4513	0.4184	3	8	1	1	0
GBP_JPY_01949_20251211_153000	GBP_JPY	2025-12-11T15:30:00+00:00	short	208.192	208.37586	207.82429	18.39	36.77	0.122571	208.575	208.397	208.237	0.7801	-0.8087	0.5769	3	15	0	1	1
GBP_JPY_01950_20251212_021500	GBP_JPY	2025-12-12T02:15:00+00:00	long	208.49	208.32918	208.81164	16.08	32.16	0.107214	208.368	208.41	208.241	0.3282	-0.07	0.1129	4	2	1	0	0
GBP_JPY_01951_20251212_090000	GBP_JPY	2025-12-12T09:00:00+00:00	short	208.328	208.47221	208.03957	14.42	28.84	0.096143	208.517	208.409	208.611	0.3806	-0.2455	0.11	4	9	0	1	0
GBP_JPY_01952_20251212_144500	GBP_JPY	2025-12-12T14:45:00+00:00	long	208.671	208.51371	208.98557	15.73	31.46	0.104857	208.308	208.512	208.531	0.0691	0.2892	-0.1173	4	14	0	1	1
GBP_JPY_01953_20251212_170000	GBP_JPY	2025-12-12T17:00:00+00:00	short	208.354	208.53336	207.99529	17.94	35.87	0.119571	208.244	208.494	208.566	-0.154	0.4601	-0.5925	4	17	0	0	1
GBP_JPY_01954_20251212_171500	GBP_JPY	2025-12-12T17:15:00+00:00	short	208.268	208.46396	207.87607	19.6	39.19	0.130643	208.153	208.448	208.594	-0.154	0.4601	-0.5925	4	17	0	0	1
GBP_JPY_01955_20251212_174500	GBP_JPY	2025-12-12T17:45:00+00:00	short	208.175	208.41296	207.69907	23.8	47.59	0.158643	208.455	208.508	208.487	-0.154	0.4601	-0.5925	4	17	0	0	1
GBP_JPY_01956_20251215_034500	GBP_JPY	2025-12-15T03:45:00+00:00	short	208.1	208.25846	207.78307	15.85	31.69	0.105643	208.47	208.625	208.357	0.0545	-0.036	-0.1396	0	3	1	0	0
GBP_JPY_01957_20251215_041500	GBP_JPY	2025-12-15T04:15:00+00:00	short	207.909	208.07357	207.57986	16.46	32.91	0.109714	208.517	208.594	208.176	0.0435	-0.1561	-0.1725	0	4	1	0	0
GBP_JPY_01958_20251215_053000	GBP_JPY	2025-12-15T05:30:00+00:00	short	207.565	207.76407	207.16686	19.91	39.81	0.132714	208.524	208.509	207.761	-0.0017	-0.1875	-0.2532	0	5	1	0	0
GBP_JPY_01959_20251215_071500	GBP_JPY	2025-12-15T07:15:00+00:00	short	207.228	207.42439	206.83521	19.64	39.28	0.130929	208.588	208.165	207.418	-0.0341	-0.4546	-0.2307	0	7	1	1	0
GBP_JPY_01960_20251215_120000	GBP_JPY	2025-12-15T12:00:00+00:00	long	207.537	207.33857	207.93386	19.84	39.69	0.132286	208.6	208.379	207.378	0.1296	-0.5343	0.0299	0	12	0	1	0
GBP_JPY_01961_20251215_143000	GBP_JPY	2025-12-15T14:30:00+00:00	long	207.641	207.46668	207.98964	17.43	34.86	0.116214	208.629	208.353	207.49	0.238	-0.614	0.1234	0	14	0	1	1
GBP_JPY_01962_20251215_174500	GBP_JPY	2025-12-15T17:45:00+00:00	long	207.822	207.58896	208.28807	23.3	46.61	0.155357	208.174	207.59	207.526	0.2104	-0.467	0.2995	0	17	0	0	1
GBP_JPY_01963_20251215_234500	GBP_JPY	2025-12-15T23:45:00+00:00	short	207.491	207.59954	207.27393	10.85	21.71	0.072357	208.307	207.462	207.621	0.1176	-0.4601	0.0471	0	23	0	0	0
GBP_JPY_01964_20251216_020000	GBP_JPY	2025-12-16T02:00:00+00:00	short	207.145	207.30314	206.82871	15.81	31.63	0.105429	208.388	207.531	207.526	0.1415	-0.569	0.0277	1	2	1	0	0
GBP_JPY_01965_20251216_034500	GBP_JPY	2025-12-16T03:45:00+00:00	short	207.017	207.24329	206.56443	22.63	45.26	0.150857	208.1	207.71	207.232	0.0903	-0.482	-0.0404	1	3	1	0	0
GBP_JPY_01966_20251216_100000	GBP_JPY	2025-12-16T10:00:00+00:00	long	207.259	207.05361	207.66979	20.54	41.08	0.136929	207.372	207.617	207.11	0.1986	-0.2081	0.1923	1	10	0	1	0
GBP_JPY_01967_20251216_113000	GBP_JPY	2025-12-16T11:30:00+00:00	long	207.655	207.40471	208.15557	25.03	50.06	0.166857	207.418	207.579	207.3	0.1099	-0.0826	0.1658	1	11	0	1	0
GBP_JPY_01968_20251216_171500	GBP_JPY	2025-12-16T17:15:00+00:00	short	207.266	207.57318	206.65164	30.72	61.44	0.204786	207.505	207.019	207.921	0.0612	-0.2449	0.1545	1	17	0	0	1
GBP_JPY_01969_20251217_024500	GBP_JPY	2025-12-17T02:45:00+00:00	short	207.453	207.62518	207.10864	17.22	34.44	0.114786	207.232	207.734	207.783	0.0051	-0.2748	0.3845	2	2	1	0	0
GBP_JPY_01970_20251217_081500	GBP_JPY	2025-12-17T08:15:00+00:00	long	207.893	207.71407	208.25086	17.89	35.79	0.119286	206.929	207.546	207.662	-0.3625	0.3332	0.0808	2	8	1	1	0
GBP_JPY_01971_20251217_090000	GBP_JPY	2025-12-17T09:00:00+00:00	short	207.488	207.72704	207.00993	23.9	47.81	0.159357	207.11	207.582	207.802	-0.3336	0.3951	-0.3918	2	9	0	1	0
GBP_JPY_01972_20251217_160000	GBP_JPY	2025-12-17T16:00:00+00:00	long	207.679	207.49054	208.05593	18.85	37.69	0.125643	207.839	207.679	207.573	-0.4966	0.5757	-0.5959	2	16	0	0	1
GBP_JPY_01973_20251217_170000	GBP_JPY	2025-12-17T17:00:00+00:00	long	207.921	207.70339	208.35621	21.76	43.52	0.145071	207.639	207.746	207.676	-0.1461	0.4064	-0.1215	2	17	0	0	1
GBP_JPY_01974_20251217_174500	GBP_JPY	2025-12-17T17:45:00+00:00	long	208.221	207.96396	208.73507	25.7	51.41	0.171357	207.638	207.695	207.775	-0.1461	0.4064	-0.1215	2	17	0	0	1
GBP_JPY_01975_20251218_014500	GBP_JPY	2025-12-18T01:45:00+00:00	short	207.937	208.09246	207.62607	15.55	31.09	0.103643	207.783	207.298	208.091	-0.0655	0.4613	-0.3836	3	1	1	0	0
GBP_JPY_01976_20251218_073000	GBP_JPY	2025-12-18T07:30:00+00:00	long	208.296	208.17311	208.54179	12.29	24.58	0.081929	207.617	208.276	208.163	0.1415	0.4228	-0.1054	3	7	1	1	0
GBP_JPY_01977_20251218_090000	GBP_JPY	2025-12-18T09:00:00+00:00	long	208.425	208.29139	208.69221	13.36	26.72	0.089071	207.494	208.196	208.347	0.1767	0.2753	0.3258	3	9	0	1	0
GBP_JPY_01978_20251218_111500	GBP_JPY	2025-12-18T11:15:00+00:00	short	208.031	208.22011	207.65279	18.91	37.82	0.126071	207.294	208.307	208.326	0.0521	0.2572	0.1741	3	11	0	1	0
GBP_JPY_01979_20251218_144500	GBP_JPY	2025-12-18T14:45:00+00:00	long	208.723	208.4725	209.224	25.05	50.1	0.167	207.487	207.965	207.973	-0.1083	0.2135	0.3799	3	14	0	1	1
GBP_JPY_01980_20251218_234500	GBP_JPY	2025-12-18T23:45:00+00:00	short	208.081	208.19789	207.84721	11.69	23.38	0.077929	208.206	208.146	208.176	-0.167	-0.0867	0.0277	3	23	0	0	0
GBP_JPY_01981_20251219_023000	GBP_JPY	2025-12-19T02:30:00+00:00	long	208.33	208.17175	208.6465	15.82	31.65	0.1055	207.951	208.531	208.196	-0.1533	0.173	0.0658	4	2	1	0	0
GBP_JPY_01982_20251219_051500	GBP_JPY	2025-12-19T05:15:00+00:00	long	208.759	208.54579	209.18543	21.32	42.64	0.142143	208.196	208.462	208.383	-0.1542	0.0732	0.098	4	5	1	0	0
GBP_JPY_01983_20251219_083000	GBP_JPY	2025-12-19T08:30:00+00:00	long	209.077	208.76607	209.69886	31.09	62.19	0.207286	208.386	208.328	208.564	-0.2069	0.0667	0.1249	4	8	1	1	0
GBP_JPY_01984_20251219_094500	GBP_JPY	2025-12-19T09:45:00+00:00	long	209.473	209.14857	210.12186	32.44	64.89	0.216286	208.409	208.172	208.797	-0.2216	0.5195	-0.0067	4	9	0	1	0
GBP_JPY_01985_20251219_111500	GBP_JPY	2025-12-19T11:15:00+00:00	long	210.079	209.70711	210.82279	37.19	74.38	0.247929	208.03	208.174	209.746	-0.0853	0.8125	0.248	4	11	0	1	0
GBP_JPY_01986_20251219_203000	GBP_JPY	2025-12-19T20:30:00+00:00	long	210.805	210.57475	211.2655	23.02	46.05	0.1535	208.328	209.075	210.721	0.0009	1.2144	0.0359	4	20	0	0	1
GBP_JPY_01987_20251222_091500	GBP_JPY	2025-12-22T09:15:00+00:00	long	211.03	210.87368	211.34264	15.63	31.26	0.104214	209.008	210.921	210.764	0.1802	0.483	0.3629	0	9	0	1	0
GBP_JPY_01988_20251222_093000	GBP_JPY	2025-12-22T09:30:00+00:00	long	211.127	210.96457	211.45186	16.24	32.49	0.108286	209.216	210.911	210.756	0.1802	0.483	0.3629	0	9	0	1	0
GBP_JPY_01989_20251222_104500	GBP_JPY	2025-12-22T10:45:00+00:00	long	211.42	211.20293	211.85414	21.71	43.41	0.144714	209.875	210.891	211.252	0.1981	0.3893	0.344	0	10	0	1	0
